Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
Q09741	Q09741	Q09741	Q09741	SPBC12C2.07C	SPBC12C2.07C	SPBC12C2.07C	SPBC12C2.07C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
Q09745	Q09745	Q09745	Q09745	SPBC12C2.04	SPBC12C2.04	SPBC12C2.04	SPBC12C2.04	26771498:0018:HT
Q09746	Q09746	BZZ1	BZZ1	SPBC12C2.05C	SPBC12C2.05C	SPBC12C2.05C	SPBC12C2.05C	26771498:0018:HT
Q09747	Q09747	DBP5	DBP5	SPBC12C2.06	SPBC12C2.06	SPBC12C2.06	SPBC12C2.06	26771498:0018:HT|19281819:0114:LC
Q09748	Q09748	DNM1	DNM1	SPBC12C2.08	SPBC12C2.08	SPBC12C2.08	SPBC12C2.08	26771498:0018:HT
Q09755	Q09755	Q09755	Q09755	SPAC24H6.10C	SPAC24H6.10C	SPAC24H6.10C	SPAC24H6.10C	26771498:0018:HT
Q09755	Q9Y821	Q09755	MED4	SPAC24H6.10C	SPBC1105.06	SPAC24H6.10C	SPBC1105.06	26771498:0018:HT
Q09758	Q9P7F8	GUP1	GET3	SPAC24H6.01C|SPAPB21F2.01	SPAC1142.06	SPAC24H6.01C	SPAC1142.06	26771498:0018:HT
Q09762	Q10186	Q09762	Q10186	SPAC24H6.08	SPAC3F10.12C	SPAC24H6.08	SPAC3F10.12C	26771498:0018:HT
Q09763	Q09763	GEF1	GEF1	SPAC24H6.09	SPAC24H6.09	SPAC24H6.09	SPAC24H6.09	26771498:0018:HT
Q09763	Q09870	GEF1	Q09870	SPAC24H6.09	SPAC12G12.06C	SPAC24H6.09	SPAC12G12.06C	26771498:0018:HT
Q09763	Q92349	GEF1	MUG79	SPAC24H6.09	SPAC6G9.04	SPAC24H6.09	SPAC6G9.04	26771498:0018:HT
Q09763	Q9USP9	GEF1	Q9USP9	SPAC24H6.09	SPBC902.04	SPAC24H6.09	SPBC902.04	26771498:0018:HT
Q09778	Q09778	TSC1	TSC1	SPAC22F3.13	SPAC22F3.13	SPAC22F3.13	SPAC22F3.13	23857276:0114:LC
Q09793	Q9URY2	NUP45	ALP7	SPAC22G7.09C	SPAC890.02C	SPAC22G7.09C	SPAC890.02C	26771498:0018:HT
Q09801	Q9UTD1	Q09801	YTH1	SPAC22G7.10	SPAC227.08C	SPAC22G7.10	SPAC227.08C	26771498:0018:HT
Q09808	Q09808	SMN1	SMN1	SPAC2G11.08C	SPAC2G11.08C	SPAC2G11.08C	SPAC2G11.08C	33754639:0114:LC
Q09811	Q09811	RQH1	RQH1	SPAC2G11.12	SPAC2G11.12	SPAC2G11.12	SPAC2G11.12	26771498:0018:HT
Q09811	Q09870	RQH1	Q09870	SPAC2G11.12	SPAC12G12.06C	SPAC2G11.12	SPAC12G12.06C	26771498:0018:HT
Q09811	Q10160	RQH1	RMI1	SPAC2G11.12	SPAC26A3.03C	SPAC2G11.12	SPAC26A3.03C	26771498:0018:HT
Q09811	Q92349	RQH1	MUG79	SPAC2G11.12	SPAC6G9.04	SPAC2G11.12	SPAC6G9.04	26771498:0018:HT
Q09811	Q92372	RQH1	SSB1	SPAC2G11.12	SPBC660.13C	SPAC2G11.12	SPBC660.13C	26771498:0018:HT
Q09811	Q9HDT8	RQH1	Q9HDT8	SPAC2G11.12	SPCP20C8.01C	SPAC2G11.12	SPCP20C8.01C	26771498:0018:HT
Q09811	Q9Y7S0	RQH1	Q9Y7S0	SPAC2G11.12	SPCC569.01C	SPAC2G11.12	SPCC569.01C	26771498:0018:HT
Q09816	Q09816	Q09816	Q09816	SPAC16C9.02C	SPAC16C9.02C	SPAC16C9.02C	SPAC16C9.02C	26771498:0018:HT
Q09822	Q09822	CDC15	CDC15	SPAC20G8.05C	SPAC20G8.05C	SPAC20G8.05C	SPAC20G8.05C	26702831:0096:LC|26702831:0401:LC|PDB_6XJ1:0114:LC|21422229:0018:LC
Q09823	Q9P7P2	REC10	HOP1	SPAC25G10.04C	SPBC1718.02	SPAC25G10.04C	SPBC1718.02	22362333:0018:LC|25579976:0018:LC
Q09825	Q09825	SAD1	SAD1	SPBC12D12.01|SPBC16H5.01C	SPBC12D12.01|SPBC16H5.01C	SPBC12D12.01	SPBC12D12.01	14655046:0018:LC|23695164:0018:HT|26771498:0018:HT|21880100:0018:LC|23695164:0397:HT
Q09825	Q10109	SAD1	LEM2	SPBC12D12.01|SPBC16H5.01C	SPAC18G6.10	SPBC12D12.01	SPAC18G6.10	26771498:0018:HT|21880100:0018:LC|33109728:0090:HT
Q09825	Q10322	SAD1	DMA1	SPBC12D12.01|SPBC16H5.01C	SPAC17G8.10C	SPBC12D12.01	SPAC17G8.10C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
Q09825	Q92349	SAD1	MUG79	SPBC12D12.01|SPBC16H5.01C	SPAC6G9.04	SPBC12D12.01	SPAC6G9.04	26771498:0018:HT
Q09825	Q9HFE5	SAD1	APM1	SPBC12D12.01|SPBC16H5.01C	SPBP16F5.07	SPBC12D12.01	SPBP16F5.07	14655046:0018:LC|26771498:0018:HT
Q09825	Q9P7B3	SAD1	Q9P7B3	SPBC12D12.01|SPBC16H5.01C	SPAC521.04C	SPBC12D12.01	SPAC521.04C	26771498:0018:HT
Q09825	Q9URX8	SAD1	Q9URX8	SPBC12D12.01|SPBC16H5.01C	SPAC890.06	SPBC12D12.01	SPAC890.06	26771498:0018:HT
Q09825	Q9USH7	SAD1	PSY1	SPBC12D12.01|SPBC16H5.01C	SPCC825.03C	SPBC12D12.01	SPCC825.03C	26771498:0018:HT
Q09825	Q9UT30	SAD1	BRR6	SPBC12D12.01|SPBC16H5.01C	SPAC8F11.06	SPBC12D12.01	SPAC8F11.06	26771498:0018:HT
Q09825	Q9UU82	SAD1	ARE2	SPBC12D12.01|SPBC16H5.01C	SPCP1E11.05C	SPBC12D12.01	SPCP1E11.05C	26771498:0018:HT
Q09830	Q9P7K8	Q09830	SPT4	SPAC4G8.04	SPBC21C3.16C	SPAC4G8.04	SPBC21C3.16C	26771498:0018:HT
Q09835	Q10109	GOS1	LEM2	SPAC4G8.10	SPAC18G6.10	SPAC4G8.10	SPAC18G6.10	33109728:0090:HT
Q09844	Q09844	Q09844	Q09844	SPAC23D3.03C	SPAC23D3.03C	SPAC23D3.03C	SPAC23D3.03C	26771498:0090:HT|26771498:0018:HT
Q09849	Q9UTQ7	ARP42	ARP9	SPAC23D3.09	SPAC1071.06	SPAC23D3.09	SPAC1071.06	26771498:0018:HT
Q09858	Q9Y738	NNF1	MIS12	SPAC29E6.04|SPAC30.08	SPBC409.04C	SPAC29E6.04	SPBC409.04C	29180432:0114:LC|26771498:0018:HT
Q09868	Q09868	CIP2	CIP2	SPAC12G12.03	SPAC12G12.03	SPAC12G12.03	SPAC12G12.03	26771498:0018:HT
Q09870	Q10186	Q09870	Q10186	SPAC12G12.06C	SPAC3F10.12C	SPAC12G12.06C	SPAC3F10.12C	26771498:0018:HT
Q09870	Q9P7H9	Q09870	Q9P7H9	SPAC12G12.06C	SPAC105.03C	SPAC12G12.06C	SPAC105.03C	26771498:0018:HT
Q09870	Q9UT46	Q09870	MOC3	SPAC12G12.06C	SPAC821.07C	SPAC12G12.06C	SPAC821.07C	26771498:0018:HT
Q09870	Q9UTG1	Q09870	Q9UTG1	SPAC12G12.06C	SPAC1805.16C	SPAC12G12.06C	SPAC1805.16C	26771498:0018:HT
Q09870	Q9Y7S0	Q09870	Q9Y7S0	SPAC12G12.06C	SPCC569.01C	SPAC12G12.06C	SPCC569.01C	26771498:0018:HT
Q09872	Q9UTP4	Q09872	Q9UTP4	SPAC12G12.09	SPAC11H11.03C	SPAC12G12.09	SPAC11H11.03C	26771498:0090:HT|26771498:0018:HT
Q09882	Q10163	PRP45	SMB1	SPCC188.11|SPCC584.08	SPAC26A3.08	SPCC188.11	SPAC26A3.08	26292707:0114:LC
Q09892	Q09892	STY1	STY1	SPAC24B11.06C	SPAC24B11.06C	SPAC24B11.06C	SPAC24B11.06C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
Q09892	Q10322	STY1	DMA1	SPAC24B11.06C	SPAC17G8.10C	SPAC24B11.06C	SPAC17G8.10C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
Q09893	Q09893	Q09893	Q09893	SPAC24B11.05	SPAC24B11.05	SPAC24B11.05	SPAC24B11.05	26771498:0018:HT
Q09899	Q09899	HEM3	HEM3	SPAC24B11.13|SPAC806.01	SPAC24B11.13|SPAC806.01	SPAC24B11.13	SPAC24B11.13	26771498:0018:HT
Q09908	Q9HFE5	PHF2	APM1	SPAC30D11.08C	SPBP16F5.07	SPAC30D11.08C	SPBP16F5.07	26771498:0018:HT
Q09911	Q9P789	Q09911	Q9P789	SPAC30D11.14C	SPBP35G2.14	SPAC30D11.14C	SPBP35G2.14	26771498:0018:HT
Q09911	Q9UT46	Q09911	MOC3	SPAC30D11.14C	SPAC821.07C	SPAC30D11.14C	SPAC821.07C	26771498:0018:HT
Q09913	Q09913	Q09913	Q09913	SPAC1F7.09C	SPAC1F7.09C	SPAC1F7.09C	SPAC1F7.09C	26771498:0090:HT|26771498:0018:HT
Q09913	Q9UT46	Q09913	MOC3	SPAC1F7.09C	SPAC821.07C	SPAC1F7.09C	SPAC821.07C	26771498:0018:HT
Q09921	Q09921	Q09921	Q09921	SPAC1F7.10	SPAC1F7.10	SPAC1F7.10	SPAC1F7.10	26771498:0090:HT|26771498:0018:HT
Q09921	Q92368	Q09921	RCD1	SPAC1F7.10	SPAC29B12.06C	SPAC1F7.10	SPAC29B12.06C	26771498:0018:HT
Q09922	Q09922	Q09922	Q09922	SPAC1F7.11C	SPAC1F7.11C	SPAC1F7.11C	SPAC1F7.11C	26771498:0018:HT
Q09924	Q09924	TIF224	TIF224	SPAC21E11.06	SPAC21E11.06	SPAC21E11.06	SPAC21E11.06	26901872:0114:LC
Q09924	Q9USP0	TIF224	TIF221	SPAC21E11.06	SPCC11E10.07C	SPAC21E11.06	SPCC11E10.07C	31048492:0114:LC|27023709:0071:LC|26901872:0071:LC|26901872:0114:LC
Q09924	Q9UT76	TIF224	TIF222	SPAC21E11.06	SPAC343.14C	SPAC21E11.06	SPAC343.14C	31048492:0114:LC|26771498:0018:HT|26901872:0114:LC
Q09926	Q10186	PCR1	Q10186	SPAC21E11.03C	SPAC3F10.12C	SPAC21E11.03C	SPAC3F10.12C	26771498:0018:HT
Q09933	Q09933	DIS1	DIS1	SPCC736.14	SPCC736.14	SPCC736.14	SPCC736.14	27872152:0114:LC
Q09933	Q10113	DIS1	MAL3	SPCC736.14	SPAC18G6.15	SPCC736.14	SPAC18G6.15	27872152:0096:LC|27872152:0114:LC|27872152:0004:LC
Q10061	Q9UTN0	Q10061	Q9UTN0	SPAC1F5.06	SPAC139.03	SPAC1F5.06	SPAC139.03	26771498:0018:HT
Q10066	Q10066	ARU1	ARU1	SPAC3H1.07	SPAC3H1.07	SPAC3H1.07	SPAC3H1.07	26771498:0018:HT
Q10078	Q9UU91	PPK13	YOP1	SPAC3H1.13	SPCC830.08C	SPAC3H1.13	SPCC830.08C	26771498:0018:HT
Q10081	Q10081	Q10081	Q10081	SPAC11D3.02C	SPAC11D3.02C	SPAC11D3.02C	SPAC11D3.02C	26771498:0018:HT
Q10099	Q9UUE5	SEH1	NUP85	SPAC15F9.02	SPBC17G9.04C	SPAC15F9.02	SPBC17G9.04C	15226438:0004:LC|26771498:0018:HT|15226438:0007:LC
Q10103	Q10103	CHP1	CHP1	SPAC18G6.02C	SPAC18G6.02C	SPAC18G6.02C	SPAC18G6.02C	22081013:0114:LC
Q10108	Q9P805	Q10108	DCP1	SPAC18G6.09C	SPBC3B9.21	SPAC18G6.09C	SPBC3B9.21	27354705:0096:LC|28533364:0114:LC|27183195:0114:LC|27354705:0114:LC|PDB_5JP4:0114:LC|27183195:0096:LC
Q10109	Q10153	LEM2	PIS1	SPAC18G6.10	SPAC1D4.08	SPAC18G6.10	SPAC1D4.08	33109728:0090:HT
Q10109	Q10255	LEM2	Q10255	SPAC18G6.10	SPAC56F8.07	SPAC18G6.10	SPAC56F8.07	33109728:0090:HT
Q10109	Q10269	LEM2	ARE1	SPAC18G6.10	SPAC13G7.05	SPAC18G6.10	SPAC13G7.05	33109728:0090:HT
Q10109	Q10436	LEM2	Q10436	SPAC18G6.10	SPAC12B10.02C	SPAC18G6.10	SPAC12B10.02C	33109728:0090:HT
Q10109	Q8NIQ1	LEM2	Q8NIQ1	SPAC18G6.10	SPAC2F3.18C	SPAC18G6.10	SPAC2F3.18C	33109728:0090:HT
Q10109	Q8WZJ9	LEM2	HUT1	SPAC18G6.10	SPBC839.11C	SPAC18G6.10	SPBC839.11C	33109728:0090:HT
Q10109	Q96VG2	LEM2	OST4	SPAC18G6.10	SPAC7D4.15C	SPAC18G6.10	SPAC7D4.15C	33109728:0090:HT
Q10109	Q96WW4	LEM2	IVN1	SPAC18G6.10	PI004|SPACTOKYO_453.33C|SPBC11B10.07C	SPAC18G6.10	SPBC11B10.07C	33109728:0090:HT
Q10109	Q96WW6	LEM2	ALG2	SPAC18G6.10	PI010|SPBC11B10.01|SPBC32H8.14	SPAC18G6.10	SPBC11B10.01	33109728:0090:HT
Q10109	Q9C100	LEM2	OGM2	SPAC18G6.10	SPAPB1E7.09	SPAC18G6.10	SPAPB1E7.09	33109728:0090:HT
Q10109	Q9C1W3	LEM2	ERG1	SPAC18G6.10	SPBC713.12	SPAC18G6.10	SPBC713.12	33109728:0090:HT
Q10109	Q9C1W7	LEM2	MIM1	SPAC18G6.10	SPBC713.08	SPAC18G6.10	SPBC713.08	33109728:0090:HT
Q10109	Q9P3E4	LEM2	Q9P3E4	SPAC18G6.10	SPAC750.07C	SPAC18G6.10	SPAC750.07C	33109728:0090:HT
Q10109	Q9UR05	LEM2	DLC2	SPAC18G6.10	SPAC926.07C	SPAC18G6.10	SPAC926.07C	33109728:0090:HT
Q10109	Q9UR17	LEM2	NRF1	SPAC18G6.10	SPBC21B10.04C	SPAC18G6.10	SPBC21B10.04C	33109728:0090:HT
Q10109	Q9US04	LEM2	GGT1	SPAC18G6.10	SPAC664.09	SPAC18G6.10	SPAC664.09	33109728:0090:HT
Q10109	Q9US56	LEM2	MUG31	SPAC18G6.10	SPAC1002.02	SPAC18G6.10	SPAC1002.02	33109728:0090:HT
Q10109	Q9USM6	LEM2	OCA8	SPAC18G6.10	SPCC16A11.10C	SPAC18G6.10	SPCC16A11.10C	33109728:0090:HT
Q10109	Q9USQ0	LEM2	SPO7	SPAC18G6.10	SPBC902.03	SPAC18G6.10	SPBC902.03	33109728:0090:HT
Q10109	Q9USV7	LEM2	CTR6	SPAC18G6.10	SPBC23G7.16	SPAC18G6.10	SPBC23G7.16	33109728:0090:HT
Q10109	Q9USW2	LEM2	INP2	SPAC18G6.10	SPBC21B10.06C	SPAC18G6.10	SPBC21B10.06C	33109728:0090:HT
Q10109	Q9UTQ9	LEM2	SPC2	SPAC18G6.10	SPAC1071.04C	SPAC18G6.10	SPAC1071.04C	33109728:0090:HT
Q10109	Q9UTS6	LEM2	DLC1	SPAC18G6.10	SPAC1805.08	SPAC18G6.10	SPAC1805.08	33109728:0090:HT
Q10109	Q9UU91	LEM2	YOP1	SPAC18G6.10	SPCC830.08C	SPAC18G6.10	SPCC830.08C	33109728:0090:HT
Q10109	Q9UUI8	LEM2	Q9UUI8	SPAC18G6.10	SPAC22F8.04	SPAC18G6.10	SPAC22F8.04	33109728:0090:HT
Q10109	Q9Y709	LEM2	SKP1	SPAC18G6.10	SPBC409.05	SPAC18G6.10	SPBC409.05	33109728:0090:HT
Q10109	Q9Y7J4	LEM2	ARC3	SPAC18G6.10	SPBC1778.08C	SPAC18G6.10	SPBC1778.08C	33109728:0090:HT
Q10109	Q9Y7L0	LEM2	SEC22	SPAC18G6.10	SPBC2A9.08C	SPAC18G6.10	SPBC2A9.08C	33109728:0090:HT
Q10109	Q9Y7R5	LEM2	INS1	SPAC18G6.10	SPCC306.05C	SPAC18G6.10	SPCC306.05C	33109728:0090:HT
Q10109	Q9Y7Y4	LEM2	COX10	SPAC18G6.10	SPBC365.02C	SPAC18G6.10	SPBC365.02C	33109728:0090:HT
Q10113	Q10113	MAL3	MAL3	SPAC18G6.15	SPAC18G6.15	SPAC18G6.15	SPAC18G6.15	30973898:0018:LC|26771498:0018:HT|16951255:0018:LC|15665379:0401:LC|27872152:0114:LC
Q10113	Q1MTQ1	MAL3	TEA2	SPAC18G6.15	SPBC1604.20C	SPAC18G6.15	SPBC1604.20C	15177031:0007:LC|15665379:0096:LC|15177031:0004:LC|18059460:0071:LC|26771498:0018:HT|15665379:0401:LC
Q10140	Q10140	Q10140	Q10140	SPAC3H8.04	SPAC3H8.04	SPAC3H8.04	SPAC3H8.04	26771498:0018:HT
Q10149	Q10186	Q10149	Q10186	SPAC1D4.02C	SPAC3F10.12C	SPAC1D4.02C	SPAC3F10.12C	26771498:0018:HT
Q10149	Q10314	Q10149	Q10314	SPAC1D4.02C	SPAC17G8.02	SPAC1D4.02C	SPAC17G8.02	26771498:0018:HT
Q10149	Q7Z996	Q10149	POP8	SPAC1D4.02C	SPBC1709.20	SPAC1D4.02C	SPBC1709.20	26771498:0018:HT
Q10149	Q92346	Q10149	Q92346	SPAC1D4.02C	SPAC6G9.01C	SPAC1D4.02C	SPAC6G9.01C	26771498:0018:HT
Q10149	Q92398	Q10149	SPM1	SPAC1D4.02C	SPBC119.08	SPAC1D4.02C	SPBC119.08	26771498:0018:HT
Q10149	Q9C1W6	Q10149	Q9C1W6	SPAC1D4.02C	SPBC713.09	SPAC1D4.02C	SPBC713.09	26771498:0018:HT
Q10149	Q9HE16	Q10149	Q9HE16	SPAC1D4.02C	SPAC1399.05C	SPAC1D4.02C	SPAC1399.05C	26771498:0018:HT
Q10149	Q9URW7	Q10149	VPS17	SPAC1D4.02C	SPAPJ696.01C	SPAC1D4.02C	SPAPJ696.01C	26771498:0018:HT
Q10149	Q9UU91	Q10149	YOP1	SPAC1D4.02C	SPCC830.08C	SPAC1D4.02C	SPCC830.08C	26771498:0018:HT
Q10160	Q10186	RMI1	Q10186	SPAC26A3.03C	SPAC3F10.12C	SPAC26A3.03C	SPAC3F10.12C	26771498:0018:HT
Q10160	Q9Y7S0	RMI1	Q9Y7S0	SPAC26A3.03C	SPCC569.01C	SPAC26A3.03C	SPCC569.01C	26771498:0018:HT
Q10163	Q9USX8	SMB1	LEA1	SPAC26A3.08	SPBC1861.08C	SPAC26A3.08	SPBC1861.08C	26292707:0114:LC
Q10163	Q9UUC6	SMB1	SMD3	SPAC26A3.08	SPBC19C2.14	SPAC26A3.08	SPBC19C2.14	26292707:0114:LC
Q10173	Q9URY2	NUF2	ALP7	SPAC27F1.04C	SPAC890.02C	SPAC27F1.04C	SPAC890.02C	14742702:0416:LC|23770679:0007:LC|23770679:0004:LC
Q10186	Q10322	Q10186	DMA1	SPAC3F10.12C	SPAC17G8.10C	SPAC3F10.12C	SPAC17G8.10C	26771498:0018:HT
Q10186	Q10426	Q10186	RIK1	SPAC3F10.12C	SPCC11E10.08	SPAC3F10.12C	SPCC11E10.08	26771498:0018:HT
Q10186	Q92349	Q10186	MUG79	SPAC3F10.12C	SPAC6G9.04	SPAC3F10.12C	SPAC6G9.04	26771498:0018:HT
Q10186	Q9HFE5	Q10186	APM1	SPAC3F10.12C	SPBP16F5.07	SPAC3F10.12C	SPBP16F5.07	26771498:0018:HT
Q10186	Q9P7C8	Q10186	SLD5	SPAC3F10.12C	SPBP4H10.21C	SPAC3F10.12C	SPBP4H10.21C	26771498:0018:HT
Q10186	Q9P7R5	Q10186	GFH1	SPAC3F10.12C	SPBC211.06	SPAC3F10.12C	SPBC211.06	26771498:0018:HT
Q10186	Q9P7V5	Q10186	SEC72	SPAC3F10.12C	SPAC30.01C	SPAC3F10.12C	SPAC30.01C	26771498:0018:HT
Q10186	Q9P805	Q10186	DCP1	SPAC3F10.12C	SPBC3B9.21	SPAC3F10.12C	SPBC3B9.21	26771498:0018:HT
Q10186	Q9USP9	Q10186	Q9USP9	SPAC3F10.12C	SPBC902.04	SPAC3F10.12C	SPBC902.04	26771498:0018:HT
Q10186	Q9UT56	Q10186	RPS2601	SPAC3F10.12C	SPAC806.03C	SPAC3F10.12C	SPAC806.03C	26771498:0018:HT
Q10186	Q9UTB4	Q10186	MSS51	SPAC3F10.12C	SPAC25B8.04C	SPAC3F10.12C	SPAC25B8.04C	26771498:0018:HT
Q10186	Q9UTC6	Q10186	ISU1	SPAC3F10.12C	SPAC227.13C	SPAC3F10.12C	SPAC227.13C	26771498:0018:HT
Q10186	Q9Y7J9	Q10186	MCP5	SPAC3F10.12C	SPBC216.02	SPAC3F10.12C	SPBC216.02	26771498:0018:HT
Q10193	Q9P6R9	SRP1	CWF22	SPBC11C11.08	SPBC13E7.01|SPBC15D4.16	SPBC11C11.08	SPBC13E7.01	26771498:0018:HT
Q10193	Q9USH5	SRP1	Q9USH5	SPBC11C11.08	SPCC825.05C	SPBC11C11.08	SPCC825.05C	26771498:0018:HT
Q10199	Q10199	IMP2	IMP2	SPBC11C11.02	SPBC11C11.02	SPBC11C11.02	SPBC11C11.02	26771498:0018:HT|26776521:0114:LC
Q10204	Q10360	ACR1	RRN10	SPBC17D1.04	SPAC22E12.08	SPBC17D1.04	SPAC22E12.08	26771498:0018:HT
Q10206	Q10206	DPH2	DPH2	SPBC17D1.02	SPBC17D1.02	SPBC17D1.02	SPBC17D1.02	26771498:0018:HT
Q10216	Q10216	Q10216	Q10216	SPAC4H3.08	SPAC4H3.08	SPAC4H3.08	SPAC4H3.08	26771498:0018:HT
Q10218	Q10218	PPC89	PPC89	SPAC4H3.11C	SPAC4H3.11C	SPAC4H3.11C	SPAC4H3.11C	26771498:0018:HT|16775007:0018:LC
Q10218	Q10322	PPC89	DMA1	SPAC4H3.11C	SPAC17G8.10C	SPAC4H3.11C	SPAC17G8.10C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
Q10218	Q92349	PPC89	MUG79	SPAC4H3.11C	SPAC6G9.04	SPAC4H3.11C	SPAC6G9.04	26771498:0018:HT
Q10218	Q9HFE5	PPC89	APM1	SPAC4H3.11C	SPBP16F5.07	SPAC4H3.11C	SPBP16F5.07	26771498:0018:HT
Q10225	Q10225	BTB3	BTB3	SPAC13D6.04C	SPAC13D6.04C	SPAC13D6.04C	SPAC13D6.04C	26771498:0018:HT
Q10237	Q9HGP0	Q10237	PVG4	SPAC4G9.04C	SPBC317.01	SPAC4G9.04C	SPBC317.01	26771498:0018:HT
Q10237	Q9P6P7	Q10237	Q9P6P7	SPAC4G9.04C	SPAC644.16	SPAC4G9.04C	SPAC644.16	26771498:0018:HT
Q10250	Q9UT46	Q10250	MOC3	SPAC56F8.02	SPAC821.07C	SPAC56F8.02	SPAC821.07C	26771498:0018:HT
Q10254	Q10254	ALG10	ALG10	SPAC56F8.06C	SPAC56F8.06C	SPAC56F8.06C	SPAC56F8.06C	26771498:0018:HT
Q10256	Q10256	MUD1	MUD1	SPAC56F8.08	SPAC56F8.08	SPAC56F8.08	SPAC56F8.08	16138082:0114:LC
Q10267	Q10267	UPF3	UPF3	SPAC13G7.03	SPAC13G7.03	SPAC13G7.03	SPAC13G7.03	26771498:0018:HT
Q10276	Q10276	Q10276	Q10276	SPAC13G7.12C	SPAC13G7.12C	SPAC13G7.12C	SPAC13G7.12C	26771498:0018:HT
Q10295	Q9UTR8	PLA1	RED1	SPBC646.04	SPAC1006.03C	SPBC646.04	SPAC1006.03C	21317872:0416:LC|21317872:0004:LC|24210919:0004:LC|24210919:0007:LC|21317872:0007:LC
Q10304	Q9P7G0	Q10304	Q9P7G0	SPAC22H10.11C	SPAC1142.04	SPAC22H10.11C	SPAC1142.04	26771498:0018:HT
Q10314	Q10314	Q10314	Q10314	SPAC17G8.02	SPAC17G8.02	SPAC17G8.02	SPAC17G8.02	26771498:0018:HT
Q10314	Q92349	Q10314	MUG79	SPAC17G8.02	SPAC6G9.04	SPAC17G8.02	SPAC6G9.04	26771498:0018:HT
Q10314	Q9P777	Q10314	HIS2	SPAC17G8.02	SPBC1711.13	SPAC17G8.02	SPBC1711.13	26771498:0018:HT
Q10314	Q9USP9	Q10314	Q9USP9	SPAC17G8.02	SPBC902.04	SPAC17G8.02	SPBC902.04	26771498:0018:HT
Q10314	Q9UUB8	Q10314	Q9UUB8	SPAC17G8.02	SPBC1709.19C|SPBC409.02C	SPAC17G8.02	SPBC1709.19C	26771498:0018:HT
Q10316	Q92352	ARC5	ARC4	SPAC17G8.04C	SPAC6G9.07C	SPAC17G8.04C	SPAC6G9.07C	32839613:0114:LC|18640983:0114:LC|26771498:0018:HT
Q10316	Q9UUJ1	ARC5	ARP2	SPAC17G8.04C	SPAC11H11.06|SPAC22F8.01	SPAC17G8.04C	SPAC11H11.06	32839613:0114:LC
Q10317	Q10477	MED20	MED27	SPAC17G8.05	SPAC17C9.05C	SPAC17G8.05	SPAC17C9.05C	28241144:0114:LC
Q10317	Q9P7Y4	MED20	MED14	SPAC17G8.05	SPBC1A4.10C|SPBP23A10.01C	SPAC17G8.05	SPBC1A4.10C	28241144:0114:LC|28467824:0114:LC
Q10322	Q10322	DMA1	DMA1	SPAC17G8.10C	SPAC17G8.10C	SPAC17G8.10C	SPAC17G8.10C	22669973:0096:LC|29975113:0415:LC|22669973:0018:LC|22669973:0401:LC|22669973:0004:LC|22809626:0415:LC
Q10322	Q9C0W2	DMA1	Q9C0W2	SPAC17G8.10C	PI026|SPBP22H7.05C	SPAC17G8.10C	SPBP22H7.05C	26771498:0018:HT
Q10322	Q9HGP0	DMA1	PVG4	SPAC17G8.10C	SPBC317.01	SPAC17G8.10C	SPBC317.01	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
Q10322	Q9P6R2	DMA1	Q9P6R2	SPAC17G8.10C	SPBC13E7.08C	SPAC17G8.10C	SPBC13E7.08C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
Q10322	Q9P7H9	DMA1	Q9P7H9	SPAC17G8.10C	SPAC105.03C	SPAC17G8.10C	SPAC105.03C	26771498:0018:HT
Q10328	Q9UT82	PHX1	MRP17	SPAC32A11.03C	SPAC343.08C	SPAC32A11.03C	SPAC343.08C	26771498:0018:HT
Q10331	Q9P797	NUP107	NUP131	SPBC428.01C|SPBC582.11C	SPBP35G2.06C	SPBC428.01C	SPBP35G2.06C	15226438:0004:LC|11564755:0018:LC|15226438:0007:LC
Q10331	Q9UTH0	NUP107	NUP132	SPBC428.01C|SPBC582.11C	SPAC1805.04	SPBC428.01C	SPAC1805.04	15226438:0004:LC|11564755:0018:LC|15226438:0007:LC
Q10332	Q10332	Q10332	Q10332	SPBC582.10C	SPBC582.10C	SPBC582.10C	SPBC582.10C	26771498:0018:HT
Q10337	Q10337	BRC1	BRC1	SPBC582.05C	SPBC582.05C	SPBC582.05C	SPBC582.05C	20094029:0114:LC
Q10343	Q10343	CBS2	CBS2	SPAC1556.08C|SPAC1F12.01C	SPAC1556.08C|SPAC1F12.01C	SPAC1556.08C	SPAC1556.08C	17937917:0114:LC|17289942:0114:LC
Q10347	Q92462	Q10347	PUB1	SPAC1F12.05	SPAC11G7.02	SPAC1F12.05	SPAC11G7.02	26771498:0018:HT
Q10347	Q9P3U2	Q10347	Q9P3U2	SPAC1F12.05	SPAC328.04	SPAC1F12.05	SPAC328.04	26771498:0018:HT
Q10347	Q9UT46	Q10347	MOC3	SPAC1F12.05	SPAC821.07C	SPAC1F12.05	SPAC821.07C	26771498:0018:HT
